Dates (month/day/year): 02/01/1981 through 12/31/2022 ,,,,,,,,,,,,,,,,,,
Location: Latitude  17.3763   Longitude 78.2989 ,,,,,,,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
YEAR,MO,DY,Min Temp at 2 meters,Max temp at 2 meters,Specific Humidity,Relative Humidity,Precipitation Corrected,Wind Speed at 2 mts,Surface pressure,Wind Direction at 50 mts,Wind Speed at 50 mts RANGE,Wind speed at 50 mts,Wind Direction at 10 mts,Wind Speed at 10 mts Range,Wind Speed at 10 mts,Temp at 2 mts RANGE,Temp at 2 mts,ALLSKY_SFC_SW_DWN
2005,5,11,28.55,40.56,10.13,28.69,0.01,2.94,94.21,291.62,6.14,5.7,306,6.07,4.07,-261.13,34.48,7.31
2005,5,12,27.19,41.97,7.75,22.88,0,2.54,94.25,119,4.86,4.94,133.94,4.88,3.55,-258.38,34.63,7.58
2005,5,13,26.14,41.98,5.98,18.62,0,2.54,94.19,315.75,7.11,5.11,315.88,6.01,3.55,-257.31,33.9,7.77
2005,5,14,22.32,42.12,3.66,12.31,0,2.83,94.2,338.25,3.9,5.91,338.62,3.77,4.05,-253.35,32.55,7.88
2005,5,15,22.8,42.49,4.64,14.62,0,2.39,94.23,226.5,4.12,4.88,226.12,3.2,3.52,-253.47,33.26,7.81
2005,5,16,24.86,43.37,5.74,17.12,0,2.17,94.26,247.25,2.03,4.47,247.19,2.16,3.17,-254.64,34.47,7.6
2005,5,17,25.57,43.69,6.41,18.25,0,2.22,94.23,105.44,4.86,4.1,104.62,4.55,3.12,-255.02,35.17,7.57
2005,5,18,26.69,43.22,7.39,20.56,0,2.55,94.21,117.62,7.2,4.65,116.88,6.65,3.52,-256.62,35.33,7.37
2005,5,19,28.33,43.37,7.63,21.31,0,2.41,94.21,97.56,4.14,4.49,97.31,4.48,3.36,-258.12,35.66,7.2
2005,5,20,27.37,43.03,9.58,27.31,0,2.08,94.13,202.5,7.09,4.2,200.5,4.79,2.88,-257.49,35.5,6.47
2005,5,21,28.84,42.48,11.17,30.31,0.29,2.84,94.16,212,5.52,4.71,210.62,4.65,3.75,-259.51,35.73,5.74
2005,5,22,29.12,41.88,13.55,38.88,11.82,2.84,94.17,259.69,6.71,4.93,258.94,5.88,3.81,-260.38,35.01,6.67
2005,5,23,26.13,40.9,12.63,40.12,0.09,2.22,94.22,321.88,3.43,4.69,321.19,3.59,3.18,-258.38,33.55,6.47
2005,5,24,26.58,41.51,11.23,33.62,0.76,2.01,94.23,306.31,5.4,4.49,305.88,3.05,2.88,-258.21,34.21,7.26
2005,5,25,27.58,40.3,12.21,36.94,1.03,2.77,94.23,289.19,5.47,5.1,287.19,2.89,3.68,-260.42,33.79,4.51
2005,5,26,25.91,36.44,12.63,44.56,0.07,3.7,94.42,200.12,7.52,5.73,198.31,5.77,4.84,-262.62,30.8,5.76
2005,5,27,26.73,36.54,12.51,42.94,0.01,3.55,94.35,252.88,3.69,5.93,250.81,3.07,4.7,-263.35,31.26,6.14
2005,5,28,26.32,37.92,13,44.44,1.2,2.66,94.28,276.31,5.2,4.62,273.62,4.16,3.51,-261.55,31.62,6.46
2005,5,29,25.3,35.42,13.67,50.38,0.61,3.14,94.32,188,5.11,5.16,203.75,4.33,4.11,-263.02,30.04,6.6
2005,5,30,24.69,37.23,13.49,48.62,0.15,1.96,94.27,156.69,3.88,3.16,158,2.86,2.53,-260.6,30.76,5.48
2005,5,31,25.31,36.69,14.59,52.19,2.95,1.63,94.14,153.12,4.52,2.67,154.88,3.17,2.11,-261.77,30.52,6.17
2005,6,1,25.79,36.09,14.83,50.62,0.22,2.62,93.99,266.62,4.85,4.78,265.44,4.23,3.48,-262.85,31.23,6.8
2005,6,2,26.88,38.08,14.83,47.5,0,3.01,93.93,254.62,5.28,4.91,252.38,4.61,3.95,-261.95,32.43,6.7
2005,6,3,27.11,41.15,13.79,43.44,0.14,3.88,93.92,159,5.42,6.34,173.88,5.05,5.12,-259.11,33.48,6.45
2005,6,4,27.19,40.48,14.16,44.19,1.06,3.2,93.9,150.81,5.76,5.44,150.62,5.4,4.26,-259.88,33.71,6.08
2005,6,5,27.58,39.13,14.53,46.25,0.71,2.63,93.95,212.44,5.98,4.16,209.69,4.03,3.45,-261.6,32.69,4.3
2005,6,6,26.21,39.16,15.32,51.19,5.58,3.73,93.99,228.44,5.92,6.34,227.19,3.77,4.94,-260.2,32.03,6.37
2005,6,7,25.98,36.25,15.5,55.88,2.47,3.51,94.08,245.69,6.05,5.83,243.44,4.22,4.65,-262.88,30.47,6.51
2005,6,8,24.73,39.65,13.85,48.06,0.02,2.94,93.87,270.81,5.99,4.99,268.38,5.06,3.88,-258.23,32.04,6.26
2005,6,9,25.9,40.23,13.92,45.81,0.68,3.81,93.79,285.81,8.35,6.23,284.31,7.06,5.02,-258.81,32.35,5.37
2005,6,10,26.12,37.58,14.89,52,0.71,4.96,93.84,278.38,8.12,8.15,276.88,6.56,6.59,-261.7,31.05,5.94
2005,6,11,24.83,34.62,15.62,59.38,0.37,5.02,94.04,276.75,5.4,8.22,275.62,5.38,6.66,-263.36,29.32,6.42
2005,6,12,24.91,38.48,14.71,52.56,0.03,5.33,93.92,280.62,4.33,8.57,278.88,2.73,7.06,-259.59,30.99,6.42
2005,6,13,25.94,38.81,14.95,50.81,6.56,4.3,93.96,286.06,4.38,7.34,285,3.66,5.72,-260.28,31.7,6.35
2005,6,14,25.02,31.18,17.46,71.25,1.75,3.06,94.19,288.62,3.17,5.12,287.12,3.17,4.04,-266.99,27.71,5.34
2005,6,15,24.27,31.73,16.97,69.81,17.46,2.3,94.12,293.56,6.48,4.59,293.81,3.88,3.16,-265.69,27.7,6.41
2005,6,16,24.05,32.17,17.21,70.94,1.29,3.12,94.05,266.31,4.41,5.68,266.56,4.52,4.26,-265.03,27.69,5.84
2005,6,17,24.12,36.84,15.87,58.94,1.21,3.05,93.9,228.62,6.73,5.63,228.56,5.55,4.12,-260.43,30.1,6.68
2005,6,18,23.91,35.62,16.24,62.31,0.02,4.59,93.84,234.5,4.55,7.43,234.19,2.79,6.05,-261.44,29.3,7.09
2005,6,19,23.41,35.68,15.99,61.31,0,4.82,93.84,237.31,2.25,8.03,236.81,3.74,6.38,-260.88,29.24,7.01
2005,6,20,23.56,36.62,15.75,59.75,0.24,5.41,93.86,234.44,3.62,8.91,233.94,3.4,7.18,-260.1,29.65,7.23
2005,6,21,23.18,31.99,16.05,68.75,0.95,4.52,94.03,248.5,6.08,7.41,247.75,4.62,5.99,-264.33,27.05,5.64
2005,6,22,23.33,30.58,16.11,71.44,0.56,4.48,94.15,268.25,4.8,7.47,267.75,5.31,5.98,-265.9,26.41,4.2
2005,6,23,22.71,32.15,15.81,69.19,0.46,4.69,94.15,268.12,5.34,7.58,267.25,4.94,6.22,-263.71,26.7,5.45
2005,6,24,23.42,30.85,16.6,73.44,9.61,4.47,94.08,267.62,4.35,7.95,267.19,5.38,6.05,-265.72,26.49,4.76
2005,6,25,22.5,28.91,16.24,76.81,2.36,4.8,94.17,255.12,4.09,8.38,254.69,4.1,6.49,-266.74,25.2,4.79
2005,6,26,22.71,30.93,15.38,70.38,2.14,6.02,94.19,254.5,3.4,10.52,254.19,4.05,8.16,-264.93,26.08,3.1
2005,6,27,22.77,29.07,16.72,77.25,8.31,5.68,94.11,255,4.87,10.09,254.12,5.18,7.73,-266.85,25.65,3.69
2005,6,28,22.94,29.58,16.11,75.5,18.02,6.52,94,250.56,3.67,11.71,249.81,3.8,8.91,-266.51,25.47,2.69
2005,6,29,22.09,27.85,15.69,78,12.73,6.52,94.07,249.69,6.48,11.72,249.06,6.39,8.93,-267.4,24.4,3.68
2005,6,30,21.4,30.58,15.81,74.31,10.21,6.12,94.1,242.75,5.44,10.9,242.38,5.9,8.34,-263.97,25.55,4.82
2005,7,1,22.39,31.81,16.36,72.38,0.5,5.52,94.17,244.88,4.48,9.88,244.12,5.31,7.52,-263.73,26.58,5.18
2005,7,2,22.5,32.65,15.93,68.44,0.15,6.16,94.18,251.38,5.95,10.84,250.69,5.54,8.37,-262.99,27.24,4.84
2005,7,3,23.1,31.94,16.11,69.69,0.42,6.36,94.15,257.44,5.95,11.19,256.81,5.93,8.66,-264.31,27.02,5.51
2005,7,4,22.8,29.98,15.93,72.88,0.66,6.03,94.07,253.69,3.6,10.61,252.88,3.8,8.23,-265.97,25.91,4.66
2005,7,5,22.7,32.19,15.32,67,0.08,6.58,94.01,259.38,4.18,11.56,258.75,4.44,8.96,-263.67,26.87,4.72
2005,7,6,22.86,32.4,16.17,69.25,1.52,5.98,94.11,264.69,2.71,10.53,264.06,3.96,8.13,-263.61,27.19,4.72
2005,7,7,22.8,28.87,17.15,80.19,22.2,4.19,94.12,285.94,4.96,7.84,285.38,5.27,5.77,-267.08,25.38,3.09
2005,7,8,22.36,28.04,17.33,85.25,18.74,4.22,93.98,277.25,4.35,7.6,276.56,3.99,5.78,-267.48,24.41,1.91
2005,7,9,22.12,24.24,17.09,91.19,104.42,6.82,93.85,260.56,6,12.4,259.38,5.09,9.42,-271.03,22.93,0.63
2005,7,10,21.03,26.58,15.5,80.44,5.87,4.84,94.01,267.25,3.56,9.02,266.44,3.09,6.7,-267.6,23.65,2.71
2005,7,11,21.62,30.15,16.78,79.19,3.25,4.02,94.24,267.12,2.89,7.59,266.5,4.93,5.52,-264.61,25.36,3.82
2005,7,12,21.96,31.19,17.58,78.88,2.47,2.88,94.28,274.38,4.89,5.36,273.88,4.98,3.97,-263.92,26.26,5.32
2005,7,13,22.92,28.71,17.58,81.62,1.11,2.02,94.27,275.81,6,3.87,276.06,5.2,2.77,-267.35,25.53,5.22
2005,7,14,22.64,26.77,18.13,89.81,0.94,1.77,94.33,267.5,3.23,3.54,267.25,2.41,2.45,-269.02,24.27,4.31
2005,7,15,21.97,30.27,18.13,83.5,20.38,1.84,94.35,204.94,3.38,3.6,205,1.66,2.51,-264.85,25.69,4.42
2005,7,16,22.92,29.26,18.25,84.31,36.32,1.84,94.34,151.81,1.84,3.89,151.62,2.05,2.59,-266.81,25.6,4.55
2005,7,17,22.07,29.31,17.88,83.06,3.61,1.59,94.21,168.81,3.23,3.52,168.94,1.94,2.27,-265.91,25.53,6.56
2005,7,18,22.05,30.48,18.49,82.69,2.59,1.48,94.24,172.75,2.73,3.34,173.25,1.62,2.12,-264.72,26.15,5.79
2005,7,19,23.23,29.48,18.98,85.25,14.77,1.4,94.36,244.94,2.34,3.3,244.62,0.95,2.1,-266.89,25.98,5.7
2005,7,20,22.96,29.15,18.07,84.25,3.24,2.09,94.31,282,4.51,4.72,282.19,2.26,2.98,-266.95,25.47,6.21
2005,7,21,21.89,28.39,17.58,84.88,10.79,3.24,94.24,265.75,2.03,6.24,265.12,3.27,4.49,-266.65,24.81,5.18
2005,7,22,22.25,27.87,17.94,86.56,18.96,3.27,94.08,285.38,2.53,6.23,284.75,3.46,4.52,-267.52,24.77,3.53
2005,7,23,21.94,27.36,17.82,88.75,37.78,4.23,94.03,285.44,3.34,8.09,284.81,3.98,5.91,-267.73,24.18,2.01
2005,7,24,21.37,26.59,17.03,87.62,23.52,4.77,94,273.25,4.11,9.09,272.69,4.91,6.69,-267.92,23.66,1.88
2005,7,25,21.55,26.11,17.4,89.69,10.9,6.11,93.78,278.31,6.77,11.29,277.44,5.16,8.52,-268.6,23.48,1.68
2005,7,26,21.31,24.85,16.78,88.81,9.93,7.05,93.66,268.94,4.12,13.14,268.06,3.77,9.88,-269.61,23.06,2.58
2005,7,27,21.89,27.35,16.97,84.56,2.82,6.29,93.78,267.75,4.18,11.75,267,4.01,8.79,-267.68,24.15,3.24
2005,7,28,22.02,30.09,17.27,80.88,1.11,5.7,93.9,266.38,6.2,10.94,265.56,6.15,7.98,-265.08,25.34,4.66
2005,7,29,22.02,29.4,17.21,81.5,0.11,4.75,93.97,255.75,5.07,9.25,255.12,6.18,6.67,-265.77,25.19,3.94
2005,7,30,22.11,29.69,18.01,84.5,4.66,4.78,93.81,261.88,3.41,8.99,261.19,3.85,6.68,-265.56,25.23,3.72
2005,7,31,21.97,26.7,17.52,87.44,1.44,5.45,93.74,257.5,3.87,10.22,256.75,3.6,7.65,-268.41,24.1,3.69
2005,8,1,21.64,28.99,17.58,84.31,6.5,6.11,93.72,253.12,4.66,11.33,252.25,4.34,8.56,-265.79,24.85,4.46
2005,8,2,21.45,29.11,16.91,82.25,6.32,6.05,93.87,247.31,6.73,11.35,246.56,6.69,8.5,-265.49,24.68,4.67
2005,8,3,21.67,28.83,17.15,83.38,1.99,4.95,94.02,254.69,2.88,9.37,254,3.69,6.95,-265.99,24.72,4.23
2005,8,4,21.76,26.43,17.27,88.12,2.93,4.73,94.14,248.62,2.61,8.99,248.06,3.1,6.67,-268.48,23.8,3.76
2005,8,5,21.44,27.89,17.09,86.12,2.76,5.2,94.18,255.56,4.9,9.84,254.88,4.68,7.32,-266.7,24.05,2.89
2005,8,6,21.4,28.43,16.72,84.12,1.04,4.88,94.21,262.38,3.04,9.31,261.94,4.7,6.88,-266.12,24.16,4.02
2005,8,7,21.1,29.19,17.03,84.81,0.55,4.88,94.11,252.75,3.05,9.04,252.06,3.25,6.84,-265.06,24.29,4.03
2005,8,8,21.64,27.94,17.09,85.25,1.49,4.16,94.31,247.69,3.51,7.81,246.81,3.39,5.84,-266.85,24.3,4.57
2005,8,9,21.71,25.9,17.4,89.75,25.95,3.3,94.39,270.44,5.1,6.63,270.19,5.28,4.7,-268.95,23.66,4.67
2005,8,10,21.88,29.39,17.64,84.31,7.38,3.62,94.3,281.62,2.35,7.31,281.25,3.84,5.13,-265.64,25.05,5.15
2005,8,11,21.56,28.91,17.21,83.75,0.52,3.85,94.24,277.81,2.62,7.73,277.38,4.39,5.46,-265.8,24.75,5.14
2005,8,12,21.62,29.65,17.52,83.31,7.3,3.7,94.19,278.75,3.33,7.38,278.25,4.34,5.23,-265.11,25.12,5.01
2005,8,13,21.44,29.07,17.46,84.31,2.58,3.73,94.15,288.44,5.88,7.31,287.94,6.16,5.27,-265.52,24.8,5.12
2005,8,14,22.11,27.69,17.4,86.31,1.69,3.23,94.1,286.81,3.7,6.47,286.62,4.21,4.59,-267.56,24.31,4.28
2005,8,15,22,27.69,17.76,87.62,12.18,3.42,94.03,277.25,4.2,6.8,276.38,4.73,4.86,-267.45,24.39,3.02
2005,8,16,21.53,26.15,17.46,90.06,16.96,3.8,94.11,263.38,2.52,7.4,262.81,2.31,5.39,-268.53,23.62,3.85
2005,8,17,21.3,28.83,17.33,84.75,3.24,3.85,94.2,266.38,3.05,7.7,265.88,4.34,5.48,-265.62,24.65,5.35
2005,8,18,21.63,29.46,17.82,85,0.85,3.59,94.24,275.19,2.77,7.16,274.62,4.16,5.1,-265.32,25.06,5.1
2005,8,19,21.94,25.99,17.58,90.31,7.59,3.58,94.28,259.94,4.3,7.23,259.31,4.39,5.14,-269.1,23.65,2.99
2005,8,20,21.71,26.39,16.91,87.19,3.37,3.73,94.3,264.19,3.42,7.65,263.69,4.66,5.38,-268.47,23.7,2.81
2005,8,21,21.16,28.87,17.4,85.75,8.59,3.38,94.29,264.25,3.24,6.84,263.88,4.47,4.82,-265.44,24.5,5.01
2005,8,22,21.98,27.51,17.33,85.44,2.6,2.73,94.4,268.19,6.09,5.57,267.5,4.65,4,-267.61,24.43,5.23
2005,8,23,21.44,27.03,17.27,87.12,0.05,1.78,94.52,289.94,5.62,3.98,289.81,4.71,2.63,-267.56,24.05,4.92
2005,8,24,21.36,27.04,17.27,88.38,0.01,1.61,94.52,270.5,2.84,3.73,270.12,2.43,2.45,-267.48,23.83,4.45
2005,8,25,20.8,28.47,16.85,82.69,0.67,2.01,94.48,291.75,4.65,4.18,291.44,4.16,2.93,-265.48,24.59,5.18
2005,8,26,21.33,26.91,16.85,86.19,0.29,1.98,94.51,292.06,3.87,4.37,291.31,3.65,3.01,-267.57,23.81,5.08
2005,8,27,20.9,26.83,17.15,87,0.25,1.08,94.45,266.12,3.96,2.69,264.94,1.97,1.66,-267.22,23.95,5.02
2005,8,28,21.42,26.98,17.15,85.81,0.16,1.42,94.42,262.88,2.33,3.12,262.31,1.99,2.15,-267.59,24.2,4.9
2005,8,29,21.65,28.04,17.88,86.75,6.4,1.12,94.45,245.25,2.5,2.91,244.81,0.99,1.84,-266.76,24.69,6.28
2005,8,30,22.33,28.4,18.43,87.56,4.87,1.47,94.29,337.69,3.65,3.51,337.5,3.19,2.29,-267.08,25.02,5.4
2005,8,31,22.13,29.15,18.13,85.12,2.9,1.38,94.15,333.94,2.78,3.3,333.38,1.57,2.16,-266.13,25.26,5.7
2005,9,1,21.12,29.65,17.88,83.5,4.61,1.59,94.19,146.19,3.66,3.73,145.69,2.66,2.49,-264.62,25.37,5.93
2005,9,2,22.23,28.26,18.07,85.38,23.57,1.38,94.26,217.19,4.18,3.3,216.56,2.45,2.09,-267.11,25.14,4.89
2005,9,3,21.76,29.08,18.55,86.12,12.4,0.98,94.1,246,4.28,2.39,245.81,2.72,1.49,-265.83,25.44,4.33
2005,9,4,22.83,28.05,18.55,88.62,1.77,1.19,93.99,122.19,3.85,3.05,121.44,1.98,1.82,-267.92,24.9,5.17
2005,9,5,22.08,28.11,18.25,88.25,1.28,1.59,94.12,139.94,2.54,3.95,140,1.52,2.44,-267.13,24.75,6.19
2005,9,6,22.09,28.98,18.68,86.5,16.95,1.4,94.2,178.69,4.16,3.23,178.94,2.67,2.11,-266.27,25.46,5.63
2005,9,7,22.12,28.31,18.31,87.56,18.27,1.19,94.19,299.44,2.37,3.06,299.31,1.09,1.92,-266.96,24.91,5.43
2005,9,8,22.18,28.44,18.55,89.06,6.34,1.9,94.1,153.19,3.57,4.54,152.06,2.38,2.85,-266.89,24.82,4.34
2005,9,9,23.03,25.86,18.86,93.5,23.69,2.98,94.01,265.19,1.54,6.23,264.56,2.55,4.37,-270.32,24.17,4.03
2005,9,10,22.55,26.24,18.86,93.31,13.09,3.32,93.86,277.56,4.16,6.83,276.81,4.19,4.86,-269.46,24.15,3.38
2005,9,11,21.7,27.28,17.7,87.94,5.02,3.79,93.87,254.12,4.37,7.82,253.75,5.17,5.52,-267.57,24.23,4.1
2005,9,12,21.48,28.31,17.82,87.62,5.7,4.34,93.81,247.5,4.01,8.8,246.56,3.95,6.3,-266.31,24.35,3.16
2005,9,13,21.41,27.37,17.58,88.25,0.75,4.39,93.91,239.75,3.05,9.04,238.88,3.96,6.41,-267.19,24.01,3.3
2005,9,14,21.8,28.88,17.7,86.69,0.26,4.04,94.14,240.62,5.09,8.4,240.19,5.88,5.91,-266.06,24.53,4.49
2005,9,15,20.94,26.57,16.91,88.38,0.02,3.3,94.4,237.38,3.76,7.21,237,4.64,4.88,-267.52,23.45,4.79
2005,9,16,21.22,28.34,17.33,85.75,0,3.31,94.55,252.12,3.15,7.15,251.69,4.42,4.86,-266.02,24.44,5.25
2005,9,17,20.73,28.62,17.03,85,0.19,3.45,94.64,265.69,3.77,7.34,265.5,5.16,5.06,-265.27,24.35,6.11
2005,9,18,20.9,28.12,17.09,85.69,0.72,4.11,94.57,283.06,4.29,8.4,282.62,5.36,5.98,-265.92,24.23,4.92
2005,9,19,20.95,25.45,16.91,91.44,22.43,4.95,94.25,276.06,4.02,9.87,275.38,4.14,7.22,-268.66,22.78,1.85
2005,9,20,20.85,24.52,16.72,92.81,45.97,6.18,93.85,257.38,3.27,12.05,256.38,2.51,9,-269.47,22.26,1.17
2005,9,21,21.05,28.51,18.07,90.38,4.85,5.47,93.92,236.31,5.14,10.87,235.31,5.23,7.99,-265.68,24,3.57
2005,9,22,22.15,28.62,18.49,88.69,0.61,4.12,94.31,213.94,4.41,8.53,213,4.45,6.03,-266.69,24.84,3.58
2005,9,23,21.62,27.91,17.82,88.12,0.89,3.48,94.52,216.94,3.13,7.2,216.38,4.11,5.09,-266.86,24.4,4.26
2005,9,24,21.8,26.94,17.58,89.19,5.82,2.37,94.61,248.94,2.23,5.59,248.44,2.84,3.59,-268.01,23.98,5.54
2005,9,25,21.66,28.3,17.7,87.31,4.26,2.23,94.57,305.94,4.76,4.79,305.75,4.03,3.34,-266.52,24.49,5.07
2005,9,26,21.39,28.29,17.64,87.12,1.84,1.77,94.52,235.69,3.91,4.19,235.62,3.65,2.75,-266.25,24.43,4.43
2005,9,27,20.8,28.31,17.03,86.19,0.31,2.01,94.56,250.56,1.98,4.88,250.5,2.62,3.05,-265.63,24.09,5.88
2005,9,28,19.86,28.58,16.42,84.44,0.02,2.02,94.55,166,1.31,5.1,165.81,2.05,3.12,-264.43,23.86,5.68
2005,9,29,19.94,28.52,16.36,82.94,0.01,1.48,94.5,137.12,2.95,3.76,151.81,1.72,2.37,-264.56,24.06,5.18
2005,9,30,20.45,29.48,16.54,81.62,0.1,1.57,94.59,285.62,4.3,3.67,285.19,2.16,2.38,-264.12,24.59,5.98
2005,10,1,20.2,29.35,16.91,84.62,0.07,2.05,94.67,271.31,1.7,4.8,270.75,2.53,3.16,-264,24.37,5.54
2005,10,2,20.51,29.56,16.54,80.19,0.12,1.45,94.65,246.5,3.37,3.44,246.12,2.73,2.3,-264.1,24.92,5.79
2005,10,3,20.04,29.49,14.95,73.94,0.01,1.39,94.56,334.62,2.92,3.12,333.62,2.3,2.21,-263.69,24.62,6.42
2005,10,4,19.87,29.59,15.08,77.19,0.03,1.33,94.62,256.44,2.61,3.66,256.06,1.14,2.3,-263.42,23.98,5.23
2005,10,5,20.93,29.89,15.81,77.94,0.12,1.48,94.73,47.75,4.22,3.74,47.44,2.29,2.38,-264.19,24.68,5.5
2005,10,6,19.38,29.4,16.17,82.75,0.26,2.04,94.73,60.94,3.39,5.16,60.5,2.8,3.23,-263.13,24.05,5.75
2005,10,7,19.82,28.86,16.05,83.69,0.1,2.02,94.73,47.31,3.23,5.13,47,3.38,3.2,-264.11,23.77,4.98
2005,10,8,19.33,28.9,14.89,80.06,0.05,1.98,94.71,39.94,3.48,4.91,39.56,3.63,3.23,-263.57,23.34,6.28
2005,10,9,17.5,28.05,13.43,77.62,0.01,2.07,94.74,37.81,3.53,5.54,37.69,2.57,3.42,-262.6,22.23,6.43
2005,10,10,17.9,28.66,14.4,79.62,0.71,2.04,94.68,42.31,2.39,5.36,42,3.22,3.35,-262.38,22.8,5.9
2005,10,11,19.59,25.15,16.11,90.44,2.16,1.55,94.66,60.81,4.07,3.76,60.94,3.52,2.44,-267.59,22.22,4.68
2005,10,12,21.11,27.49,17.33,89.69,6.4,1.53,94.59,50.44,5.16,3.66,50.12,4.19,2.33,-266.77,23.66,4.41
2005,10,13,21.49,27.56,17.27,89.38,19.91,2.01,94.52,63.5,2.79,4.98,62.88,2.12,3.02,-267.09,23.67,3.1
2005,10,14,20.88,25.4,16.05,89.44,19.6,2.77,94.46,64.75,2.06,6.22,64.25,2.59,4.12,-268.63,22.45,2.06
2005,10,15,20.43,27.07,17.46,92.19,32.17,3.33,94.43,114.88,4.49,7.15,114.06,3.8,4.94,-266.5,23.23,2.07
2005,10,16,21.92,27.12,18.19,91.19,12.31,2.41,94.59,149.38,3.55,5.4,148.69,3.12,3.59,-267.95,24.17,3.03
2005,10,17,21.89,27.73,17.46,87.56,6.33,0.84,94.72,151.06,3.59,2.3,152.06,2.48,1.4,-267.31,24.27,4.36
2005,10,18,20.11,28.88,16.91,85.38,3.42,0.84,94.63,182.31,3.94,2.6,152.31,2.28,1.44,-264.38,24.23,3.59
2005,10,19,21.12,28.05,17.21,87.12,0.25,1.48,94.48,186,5.54,3.65,200.88,3.23,2.26,-266.23,24.08,4.5
2005,10,20,19.94,28.32,16.66,86.56,0.16,1.85,94.46,106.88,1.96,4.59,121.75,2.14,2.84,-264.77,23.69,5.24
2005,10,21,19.81,27.25,15.99,85.94,0.05,2.14,94.56,8.75,1.27,5.27,23.62,2.53,3.3,-265.71,23.1,5.18
2005,10,22,18.37,27.07,14.4,83.75,0.2,2.09,94.65,97.19,2.15,5.33,97.19,1.97,3.24,-264.45,21.95,5.48
2005,10,23,16.62,26.73,13.61,80.75,0.09,1.27,94.66,69.12,3.92,3.5,54,1.48,2.12,-263.04,21.66,5.94
2005,10,24,18.29,26.79,15.93,88.06,16.86,1.58,94.71,52.62,1.76,3.98,52.31,1.7,2.48,-264.65,22.58,4.04
2005,10,25,20.76,27.09,16.85,89.31,15.56,1.51,94.68,101.5,1.67,3.66,101.19,2.16,2.4,-266.82,23.26,4.44
2005,10,26,19.62,27.68,16.17,88.12,4.24,1.95,94.62,113.56,6.57,4.59,128.12,5.52,3.02,-265.09,22.86,4.58
2005,10,27,19.44,25.09,15.93,90.81,3.12,2.7,94.59,88.12,2.8,5.95,87.44,3.7,4.01,-267.51,21.98,4.85
2005,10,28,19.96,24.44,16.48,93.25,32.42,4.15,94.6,15.81,2.61,8.35,14.69,3.25,6.09,-268.67,22.14,2.45
2005,10,29,21.23,26.36,17.46,92.69,35.29,3.93,94.53,23.31,3.37,8.05,22.25,3.93,5.78,-268.02,23.14,1.22
2005,10,30,19.86,24.66,16.11,92,4.75,3.03,94.57,78.5,3.52,6.48,78,4.17,4.49,-268.35,21.97,2.41
2005,10,31,17.69,23.47,13,83.88,0.53,1.73,94.65,23.94,2.27,4.22,23.81,2.09,2.64,-267.37,20.15,3.01
2005,11,1,16.96,20.76,11.41,81.56,0.28,1.51,94.74,35.25,4.45,4.16,36,2.49,2.43,-269.35,18.43,3.41
2005,11,2,14.73,25.6,11.05,75.19,0.08,1.76,94.78,37.5,1.77,4.8,37.38,2.29,3.04,-262.28,19.48,5
2005,11,3,14.9,25.7,11.05,76,0,1.61,94.9,38.5,3.97,4.48,38.88,2.66,2.78,-262.35,19.36,5.77
2005,11,4,13.35,25.87,10.68,77.12,0,2.13,94.93,37.69,2.67,6.02,37.62,2.87,3.59,-260.63,18.72,5.81
2005,11,5,12.74,25.73,11.96,83.38,0,1.72,94.97,38.5,3.66,4.77,38.06,2.41,2.91,-260.16,19.08,5.27
2005,11,6,15.55,25.98,13.79,87.69,0,2.23,94.95,35.38,1.95,5.73,35.06,2.44,3.45,-262.71,20.37,4.47
2005,11,7,13.69,25.36,11.05,78.5,0.01,2.21,94.88,37.25,2.12,5.88,37.06,2.59,3.59,-261.48,18.76,5.53
2005,11,8,11.33,24.19,9.64,78,0,2.13,94.85,39.44,2.52,5.88,39.44,2.86,3.64,-260.29,16.89,5.61
2005,11,9,10.58,24.37,10.07,81.69,0.01,2.1,94.9,29.38,2.48,5.7,29,3.08,3.55,-259.36,16.69,5.46
2005,11,10,10.26,24.67,9.52,79.12,0,1.93,94.9,35.94,3.41,5.35,35.62,2.1,3.31,-258.74,16.51,5.79
2005,11,11,9.76,25.35,9.7,79.19,0,1.59,94.92,40.62,2.78,4.54,40.25,1.07,2.88,-257.56,16.8,6
2005,11,12,10.23,24.92,10.07,80.62,0,1.68,94.98,40.38,2.91,4.52,40.19,2.2,2.96,-258.46,17.02,5.95
2005,11,13,10.96,24.93,9.83,78,0,1.84,95.02,41.69,3.56,4.57,41.44,3.18,3.1,-259.18,17.26,5.79
2005,11,14,12.15,25.22,9.64,72.25,0,1.68,95.03,52.81,3.64,3.73,52.81,3.3,2.66,-260.08,18.06,5.89
2005,11,15,13.81,25.4,9.83,71.56,0,1.56,94.94,35.31,3.99,3.49,35.06,3.48,2.48,-261.56,18.4,5.76
2005,11,16,12.2,25.53,9.28,69.38,0,1.76,94.92,49.44,3.45,3.99,49.38,3.16,2.82,-259.82,18.1,5.78
