Dates (month/day/year): 02/01/1981 through 12/31/2022 ,,,,,,,,,,,,,,,,,,
Location: Latitude  17.3763   Longitude 78.2989 ,,,,,,,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
YEAR,MO,DY,Min Temp at 2 meters,Max temp at 2 meters,Specific Humidity,Relative Humidity,Precipitation Corrected,Wind Speed at 2 mts,Surface pressure,Wind Direction at 50 mts,Wind Speed at 50 mts RANGE,Wind speed at 50 mts,Wind Direction at 10 mts,Wind Speed at 10 mts Range,Wind Speed at 10 mts,Temp at 2 mts RANGE,Temp at 2 mts,ALLSKY_SFC_SW_DWN
1982,9,1,21.64,30.87,16.54,77.44,0,2.57,94.45,269.62,1.91,5.59,269.5,3.3,3.77,-263.92,25.6,-999
1982,9,2,21.14,31.34,16.48,75.5,0,2,94.44,296.69,4.2,4.26,296.75,3.89,2.98,-262.95,26.01,-999
1982,9,3,21.51,30.65,16.66,76,0.09,2.05,94.38,277.44,5.21,4.38,277.88,4.48,3.09,-264.01,25.94,-999
1982,9,4,21.33,30.33,15.75,75.94,1.54,2.45,94.41,250.06,4.18,5.34,250.38,4.37,3.68,-264.15,25.17,-999
1982,9,5,21.34,29.26,15.44,76.94,0.1,3.02,94.4,314.44,4.67,6.44,314.5,5.3,4.41,-265.23,24.58,-999
1982,9,6,21.03,28.68,15.26,78.5,0.3,2.89,94.34,299.75,3.07,6.27,299.69,4.11,4.3,-265.5,23.96,-999
1982,9,7,20.82,30.12,15.81,76.5,1.26,3.87,94.31,288.94,2.64,8.09,288.75,4.58,5.62,-263.85,25.01,-999
1982,9,8,21.26,27.4,16.6,86.19,4.29,3.8,94.2,300.5,5.28,7.55,300,5.38,5.5,-267.01,23.61,-999
1982,9,9,21.44,26.33,17.27,89.25,2.73,4.45,94.03,295.75,4.44,8.64,294.81,4.32,6.45,-268.26,23.54,-999
1982,9,10,21.76,26.33,17.15,89.31,8.55,4.23,94.04,281.38,2.33,8.27,280.44,2.32,6.14,-268.58,23.4,-999
1982,9,11,20.24,27.51,15.26,82.81,3.69,5.35,94.15,262.12,2.38,10.02,261.31,2.85,7.7,-265.88,22.9,-999
1982,9,12,19.08,31.07,15.38,76.19,2.8,3.23,94.21,282.69,4.38,6.77,282.19,4.32,4.77,-261.16,24.65,-999
1982,9,13,21.05,30.4,16.6,79.06,0.12,2.15,94.24,239.25,4.45,4.45,238.88,4,3.19,-263.79,25.21,-999
1982,9,14,21.83,30.97,16.85,75.19,0.03,1.07,94.32,183.88,4.4,2.65,184.12,2.73,1.66,-264.01,26.39,-999
1982,9,15,21.49,27.76,17.7,86.75,44.89,2.27,94.41,287,2.34,4.59,285.81,1.84,3.27,-266.88,24.51,-999
1982,9,16,21.66,28.42,17.88,88.12,12.26,1.98,94.47,314.5,1.41,4.35,313.56,2.38,2.92,-266.4,24.48,-999
1982,9,17,21.3,26.77,17.21,88.06,7.67,1.35,94.47,159.31,3.88,3.03,159.12,2.55,2.05,-267.68,23.83,-999
1982,9,18,21.07,26.49,16.3,86.56,2.42,1.44,94.56,146.25,1.97,3.74,146.19,1.61,2.25,-267.73,23.32,-999
1982,9,19,20.01,28.16,15.93,83.94,2.37,1.53,94.64,116.12,2.24,4,115.81,1.54,2.43,-264.99,23.51,-999
1982,9,20,19.69,29.76,15.5,79.06,0.8,1.71,94.65,126.38,4.28,4.5,126.12,2.36,2.69,-263.08,24.23,-999
1982,9,21,20.69,30.22,16.6,81,0.31,1.44,94.61,147.94,5.8,3.69,148.62,2.59,2.17,-263.61,24.94,-999
1982,9,22,21.59,28.36,17.03,84.62,7.24,2.22,94.39,252.06,3.69,4.88,251.94,3.77,3.34,-266.38,24.37,-999
1982,9,23,21.12,26.1,17.21,90.94,7.45,3.64,94.26,278.31,2.94,7.56,277.38,4.24,5.34,-268.16,23.2,-999
1982,9,24,20.37,27.2,16.48,87.69,3.61,2.73,94.38,261,6.15,5.79,260.5,5.52,4.05,-266.33,23.2,-999
1982,9,25,21.07,27.28,16.54,87.69,2.93,1.17,94.52,206.31,3.85,2.88,206.31,1.77,1.83,-266.94,23.3,-999
1982,9,26,19.58,28.8,15.26,78.38,8.36,0.91,94.58,161.5,3.69,2.34,163.12,1.9,1.43,-263.93,24.05,-999
1982,9,27,19.53,27.94,15.38,82.25,3.87,1.96,94.56,262.31,2.19,4.48,262.19,2.76,3.02,-264.74,23.25,-999
1982,9,28,19.64,28.03,16.36,84.81,11.21,1.83,94.56,283.31,4.23,4.08,282.44,3.7,2.69,-264.77,23.67,-999
1982,9,29,19.77,26.02,14.22,78.44,42.56,0.73,94.71,293.12,4.05,2.16,273.44,2.41,1.31,-266.91,22.83,-999
1982,9,30,18.43,28.47,13.98,76.19,5.66,1.12,94.71,187.19,3.84,2.87,189.31,2.87,1.91,-263.12,23.14,-999
1982,10,1,18.55,29.46,13.79,72.38,0.07,1.35,94.77,144.56,2.94,3.43,143.69,2.18,2.27,-262.24,23.65,-999
1982,10,2,20.06,29.64,14.34,74.94,0,1.77,94.94,54.69,4.13,4.19,54.5,3.48,2.82,-263.57,23.9,-999
1982,10,3,19.27,29.15,14.47,76.12,0,1.78,95.05,57.19,3.48,4.09,57.31,3.35,2.82,-263.27,23.73,-999
1982,10,4,20.09,28.9,14.77,77,0,1.33,94.97,89.38,4.89,3.17,89.38,3.09,2.14,-264.35,23.8,-999
1982,10,5,17.95,28.98,14.77,79.75,0,1.39,94.93,110.62,5.18,3.93,112.06,2.35,2.29,-262.13,23.31,-999
1982,10,6,18.23,28.98,14.65,78.56,0,1.35,94.95,116,4.03,3.84,116.31,0.91,2.21,-262.4,23.4,-999
1982,10,7,18.82,29.33,15.14,78.81,0,1.36,94.92,82.75,4.53,3.78,83.69,2.27,2.27,-262.64,23.95,-999
1982,10,8,19.98,28.76,15.5,79.25,0.01,1.12,94.8,85.38,3.45,3.09,86.19,1.32,1.96,-264.37,24.11,-999
1982,10,9,20.04,29.07,15.26,78.56,0,1.16,94.82,70.06,3,3.2,70.56,1.06,2,-264.12,24.09,-999
1982,10,10,19.38,28.83,15.26,79.56,0,1.57,94.91,90.31,2.04,4.23,90.81,1.35,2.6,-263.69,23.88,-999
1982,10,11,19.38,29.99,15.08,78.25,0.01,1.88,94.92,92.12,3.61,4.7,92.69,3.01,2.98,-262.54,24.07,-999
1982,10,12,19.05,29.76,14.95,79.31,0,1.97,94.9,93.31,2.99,5.12,93.75,2.3,3.15,-262.44,23.73,-999
1982,10,13,18.41,30.12,14.53,77.44,0,1.85,94.93,90.5,3.41,4.73,91,2.72,3.02,-261.45,23.66,-999
1982,10,14,18.43,30.3,14.34,76.88,0,1.66,94.88,85.56,3.84,4.27,86.19,3.1,2.77,-261.27,23.68,-999
1982,10,15,19.3,29.61,14.16,75.25,0,1.83,94.76,65.25,4.42,4.38,65.5,3.27,2.84,-262.84,23.69,-999
1982,10,16,17.94,29.19,14.47,78.5,0.01,2.23,94.58,44.94,6.08,5.04,45.12,5.34,3.41,-261.91,23.33,-999
1982,10,17,19.55,29.97,15.44,79.62,0.07,2.76,94.46,113.31,7.13,5.6,113.81,5.52,4.02,-262.73,24.01,-999
1982,10,18,19.04,29.76,13.85,74.62,0.57,3.22,94.71,112.06,4.23,7.03,111.56,4.93,4.74,-262.42,23.67,-999
1982,10,19,19.32,27.82,14.71,83,0.88,3.49,94.54,52.81,4.23,6.91,52,4.04,5.06,-264.64,22.47,-999
1982,10,20,18.91,25.94,15.2,87.5,30.45,2.27,94.31,149,7.46,4.84,147.19,5.34,3.35,-266.13,21.85,-999
1982,10,21,19.43,27.85,16.72,89.88,25.51,2.57,94.21,292.75,2.24,5.83,292,3.02,3.82,-264.73,22.98,-999
1982,10,22,19.91,29,16.11,82.31,0.41,1.47,94.45,257.25,2.82,3.55,256.56,1.79,2.3,-264.06,24.11,-999
1982,10,23,20.01,28.93,16.48,83.44,0.19,1.5,94.71,97.56,2.59,3.96,97.38,0.88,2.37,-264.24,24.2,-999
1982,10,24,19.17,25.73,15.5,85.94,5.39,1.66,94.88,140.12,2.21,4.02,140.5,1.8,2.62,-266.59,22.6,-999
1982,10,25,18.2,27.53,14.71,82.5,0.67,1.12,94.75,126.62,2.48,2.99,126.62,1.02,1.91,-263.82,22.54,-999
1982,10,26,19.16,26.87,15.2,84.5,0.34,1.39,94.68,156.12,4.78,3.45,156.38,2.66,2.22,-265.44,22.62,-999
1982,10,27,20.12,26.41,15.26,85.38,3.29,2.55,94.74,150.25,3.05,6,150.19,2.89,3.84,-266.85,22.49,-999
1982,10,28,19.43,28.65,15.26,82.94,1.72,2.25,94.97,130.25,2.46,5.41,130.06,1.89,3.36,-263.92,23.23,-999
1982,10,29,19.05,28.42,15.44,83.69,0.15,1.62,95.04,112.06,4.09,4.24,111.94,1.77,2.52,-263.78,23.2,-999
1982,10,30,19.19,28.44,15.08,82.12,0.02,1.65,94.97,98.94,3.08,4.32,99.06,1.97,2.62,-263.91,23.18,-999
1982,10,31,18.36,28.97,14.16,79.62,0,2.07,94.88,80.75,4.06,5.25,80.81,3.02,3.27,-262.54,22.73,-999
1982,11,1,17.4,28.64,14.22,81.19,0,2.23,94.9,88.19,3.1,5.61,88.5,2.8,3.47,-261.91,22.36,-999
1982,11,2,16.86,28.42,13.85,80.38,0.03,2.75,94.98,86.31,2.77,6.44,86.12,3.16,4.16,-261.59,22.18,-999
1982,11,3,18.75,28.8,13.79,77.94,0.15,3.16,95.03,93,2.79,7.12,92.56,4.08,4.68,-263.1,22.8,-999
1982,11,4,19.56,27.65,14.95,84.44,13.88,3.09,95,99.44,3.7,6.98,98.75,4.68,4.59,-265.06,22.56,-999
1982,11,5,19.92,28.13,14.83,82.06,2.03,2.77,94.74,106.88,1.96,6.41,106.31,3.38,4.12,-264.94,22.87,-999
1982,11,6,19.71,27.78,14.83,82.88,7.25,3.06,94.67,118.5,1.73,6.74,118.06,3.09,4.52,-265.07,22.73,-999
1982,11,7,20.65,25.29,15.99,90.25,8.13,2.67,94.8,143.06,5.99,5.83,142.88,5.39,3.99,-268.52,22.3,-999
1982,11,8,20.78,26.96,16.3,87.31,2.2,3.29,94.82,144.25,3.42,7.06,143.75,4.39,4.85,-266.97,23.22,-999
1982,11,9,20.62,28.48,16.48,85.44,0.51,3.48,94.68,177.69,4.23,7.45,177.31,5.34,5.14,-265.28,23.76,-999
1982,11,10,20.33,26.01,16.48,89.25,3.27,2.48,94.65,189.25,4.02,5.63,189.12,4.14,3.82,-267.48,22.92,-999
1982,11,11,20.25,28.75,15.99,83.81,0.54,1.5,94.74,240.12,3.71,3.7,239.69,2.58,2.33,-264.64,23.66,-999
1982,11,12,17.25,28.72,13.55,75.31,2.32,1.37,94.76,261.75,3.07,3.38,262,1.48,2.21,-261.68,22.93,-999
1982,11,13,18.76,28.93,13.37,73.69,0.38,1.19,94.87,70.56,5.79,3.23,71.88,2.33,1.96,-262.99,22.94,-999
1982,11,14,16.3,28.15,12.45,76.56,0.01,1.77,94.91,62.5,2.91,4.86,62.88,1.62,2.93,-261.3,21.47,-999
1982,11,15,15.23,28.44,12.08,74.12,0,1.65,94.95,78.31,4.51,4.4,78.44,1.77,2.7,-259.95,21.5,-999
1982,11,16,17.24,26.23,14.59,85.56,0,1.58,95.08,82.81,2.86,4.01,82.88,2.28,2.48,-264.16,21.66,-999
1982,11,17,18.6,28.67,14.53,81.69,0,2.12,95.18,102.81,2.09,5.39,102.81,2.24,3.23,-263.08,22.69,-999
1982,11,18,17.3,28.38,12.88,77,0,2.01,95.25,86.75,2.68,5.24,86.94,1.77,3.09,-262.08,21.89,-999
1982,11,19,15.18,27.83,11.54,75.62,0,1.7,95.08,109.06,3.84,4.59,109.31,1.57,2.77,-260.5,20.56,-999
1982,11,20,14.58,26.73,11.11,74.81,0,1.56,94.92,108.62,4.08,4.34,108.69,1.77,2.62,-261.01,20.1,-999
1982,11,21,16.37,26.01,12.08,77.62,0,1.93,94.92,116.94,4.84,5.08,116.75,2.71,3.01,-263.5,20.59,-999
1982,11,22,17.06,28.48,12.7,77.19,0,2.02,94.93,114.06,2.85,5.18,113.81,1.69,3.1,-261.73,21.63,-999
1982,11,23,16.01,29.28,12.45,75,0,2.27,94.9,98.69,3.17,5.8,98.88,2.63,3.51,-259.87,21.89,-999
1982,11,24,16.26,29.08,11.96,72.31,0,1.77,94.83,103.81,5.18,4.53,104.12,2.55,2.79,-260.33,22,-999
1982,11,25,16.29,29.01,11.54,70.69,0,2.05,94.76,104.5,5.41,5.25,105.06,2.52,3.16,-260.43,21.81,-999
1982,11,26,17.07,29.72,12.02,70.94,0,2.3,94.79,117.31,5.43,5.43,117.56,2.84,3.45,-260.49,22.4,-999
1982,11,27,16.81,29.38,12.39,71.56,0,1.86,94.85,118.38,5.35,4.84,119.12,2.16,2.83,-260.58,22.69,-999
1982,11,28,17.05,29.44,12.82,72.88,0,1.32,94.91,105.12,5.07,3.6,106.25,2.05,2.12,-260.75,22.82,-999
1982,11,29,17.11,28.66,12.94,74.81,0,1.54,94.93,91.31,4.2,3.81,91.62,1.7,2.37,-261.6,22.47,-999
1982,11,30,18.54,28.96,13.55,76.38,0,1.48,94.96,117.38,4.68,3.69,117.25,2.19,2.23,-262.74,22.83,-999
1982,12,1,17.66,28.35,12.45,73.06,0,2.27,95.04,102.19,3.02,5.46,102.44,2.16,3.38,-262.46,22.22,-999
1982,12,2,13.75,28.16,8.91,63.31,0,2.35,95.15,93.56,3.84,6.08,93.75,2.59,3.65,-258.74,19.83,-999
1982,12,3,12.02,28.16,7.26,56.06,0,1.95,95.13,90.38,3.42,5.3,90.31,2.06,3.27,-257,18.69,-999
1982,12,4,12.37,29.01,7.69,57.38,0,1.79,95.2,90.81,4.04,5.06,90.56,1.45,3.02,-256.52,19.31,-999
1982,12,5,14.08,29.73,8.54,57.31,0,1.59,95.15,73.31,4.53,4.27,73.75,2.3,2.68,-257.5,20.66,-999
1982,12,6,14.19,30.02,9.28,60.88,0,1.94,95.03,114.12,5.06,5.25,114.56,1.87,3.17,-257.32,21.01,-999
1982,12,7,14.53,29.72,10.31,67.06,0,2.46,95.09,130.25,4.94,6.27,130.44,2.99,3.74,-257.95,21.08,-999
1982,12,8,15.8,29.09,10.56,68.81,0,2.45,95.24,122.56,3.49,6.02,122.75,1.96,3.67,-259.85,21.01,-999
1982,12,9,14.28,29.21,10.19,67.81,0,2.1,95.34,102.62,5.33,5.59,103.19,2.16,3.28,-258.22,20.76,-999
1982,12,10,14.55,29.66,9.46,62.69,0,2.16,95.07,97.69,5.57,5.44,98.31,4.7,3.43,-258.03,20.87,-999
1982,12,11,15.62,29.83,9.64,61.81,0,1.98,94.99,107.69,5.64,5.06,108.19,3.18,3.18,-258.94,21.29,-999
1982,12,12,14.14,29.6,8.85,59.75,0,2.04,95.1,111.44,5.36,5.41,111.38,2.12,3.28,-257.69,20.81,-999
1982,12,13,15.8,29.52,9.28,58.94,0,1.79,95.14,118.38,6.09,4.56,119.12,2.8,2.8,-259.43,21.49,-999
1982,12,14,16.06,28.09,10.56,68.12,0,2.2,95.18,145,4.18,5.52,145,1.03,3.3,-261.11,20.87,-999
1982,12,15,13.37,30.23,10.31,67.69,0,2.17,95.06,128.81,4.64,5.84,128.56,1.62,3.38,-256.29,21.06,-999
1982,12,16,15.58,30.35,10.5,65.94,0,2.42,95.05,132,4.22,6.25,131.94,2.96,3.7,-258.38,21.8,-999
1982,12,17,15.65,30.28,10.38,65.62,0,2.55,95.18,121,2.4,6.46,121.06,3.05,3.91,-258.52,21.74,-999
1982,12,18,14.95,30.32,10.13,64,0,1.97,95.19,128.5,4.84,5.23,129,2.3,3.16,-257.78,21.79,-999
1982,12,19,15.4,30.91,10.44,62.94,0,2.26,95.1,128.5,5.38,5.8,129.12,2.16,3.47,-257.64,22.48,-999
1982,12,20,16.41,29.77,10.99,65.75,0,2.76,95.15,119.5,4.27,6.38,120.31,3.2,4.05,-259.79,22.35,-999
1982,12,21,17.1,28.95,10.93,66.75,0,2.67,95.16,123.19,2.89,6.21,123.69,3.24,3.92,-261.3,21.88,-999
1982,12,22,16.13,27.08,11.05,72.38,0,1.96,95.08,123.75,3.04,5.23,124,1.57,3.08,-262.2,20.57,-999
1982,12,23,15.15,30.44,10.8,67.25,0,1.78,94.9,137.56,5.28,4.92,138.19,1.38,2.87,-257.86,21.8,-999
1982,12,24,16.23,30.89,10.31,62.62,0,1.69,94.86,157.56,6.73,4.66,157.31,3.43,2.66,-258.49,22.47,-999
1982,12,25,15.47,30.69,9.7,59.94,0,2.77,94.89,134,3.5,6.77,134.25,2.05,4.11,-257.92,22.11,-999
1982,12,26,14.67,29.33,9.77,63.44,0,2.84,95.03,129.69,3.15,6.84,129.75,3.9,4.26,-258.49,21.29,-999
1982,12,27,16.11,29.9,10.38,65.62,0,3.28,94.89,150.12,3.65,7.11,149.81,3.41,4.74,-259.35,21.73,-999
1982,12,28,16.33,29.47,10.5,65.75,0,2.66,94.87,162.56,5.82,5.88,161.94,4.07,3.94,-260.02,21.71,-999
1982,12,29,15.79,29.99,10.62,65.75,0,1.54,95.04,95.25,7.11,3.95,96.44,3.99,2.44,-258.94,21.87,-999
1982,12,30,14.08,28.92,7.39,52.62,0,1.95,95.09,59.12,3.85,4.71,58.81,3.09,3.16,-258.31,20.17,-999
1982,12,31,12.01,29.81,5.49,40.06,0,1.72,95.03,74.19,4.47,4.88,74.44,1.99,3.05,-255.35,19.83,-999
1983,1,1,12.67,31.51,6.29,42.94,0,1.61,94.99,189.12,4.52,4.09,188.88,1.68,2.7,-254.31,21.19,-999
1983,1,2,13.99,30.33,5.62,39.69,0,1.37,94.91,169.81,5.5,3.29,169.75,3.24,2.25,-256.81,20.53,-999
1983,1,3,11.26,29.21,4.58,35.19,0,1.93,95,60.62,5.07,5.44,61,1.63,3.32,-255.2,19.05,-999
1983,1,4,10.8,29.47,4.33,34.12,0,2.02,95.11,70.31,4.65,5.73,71,1.79,3.43,-254.48,18.97,-999
1983,1,5,11.12,29.2,5.62,44.06,0,2.05,95.09,77.81,4.23,5.45,78.88,1.69,3.44,-255.07,19.01,-999
1983,1,6,11.27,29.1,6.16,46,0,2.09,95.13,93.25,2.9,5.45,93.62,1.59,3.46,-255.32,19.26,-999
1983,1,7,14.12,30.88,5.19,36.75,0,1.64,95.09,92.75,3.66,4.02,93.56,1.93,2.74,-256.38,20.71,-999
1983,1,8,13.78,32.08,4.7,30.69,0,1.23,95.01,201.56,3.62,2.61,201.38,1.81,1.91,-254.85,22.36,-999
1983,1,9,13.74,32.14,4.15,27.12,0,1.25,94.94,207.19,4.8,2.91,207.5,2.14,2.03,-254.75,22.01,-999
1983,1,10,12.44,32.33,6.47,44.19,0,1.33,95.04,101.19,6.96,4.16,104.38,3.43,2.45,-253.27,21.61,-999
1983,1,11,14.23,31.49,7.26,46.5,0,1.63,95.13,121.88,5.5,4.47,121.75,1.64,2.7,-255.89,22.02,-999
1983,1,12,14.5,31.09,7.87,49.5,0,1.62,95.05,123.5,5.95,4.59,124.25,1.84,2.66,-256.56,22.24,-999
1983,1,13,14.69,31.55,8,49,0,1.8,94.97,130,7.25,4.84,130.69,3.78,2.75,-256.29,22.69,-999
1983,1,14,14.98,30.85,8.73,53.44,0,2.8,94.99,123.5,4.29,6.22,123.69,2.62,4.03,-257.27,22.44,-999
1983,1,15,15.69,30.97,9.03,55.44,0,3.07,95.01,132.75,4.23,6.39,132.81,2.48,4.36,-257.87,22.46,-999
1983,1,16,15.25,31.57,8.91,53.69,0,3.05,95.12,125.69,4,6.42,126.5,2.25,4.32,-256.82,22.87,-999
1983,1,17,15.42,31.73,9.16,54.12,0,2.52,95.17,129.75,3.98,5.88,130.06,2.13,3.69,-256.85,23.22,-999
1983,1,18,16.19,32.01,8.67,50.5,0,2.55,95.12,140.94,4.95,5.88,141.19,2.33,3.7,-257.31,23.49,-999
1983,1,19,15.75,33.36,8.3,47.12,0,1.69,95.04,162.75,7.2,4.33,162.69,3.77,2.59,-255.54,24.16,-999
1983,1,20,15.97,33.4,8.18,46.88,0,1.57,95.06,117.44,7.32,4.43,119,3.22,2.46,-255.72,24,-999
1983,1,21,16.23,32.37,7.2,42.12,0,2.39,95.23,101.06,3.64,5.87,101.19,3.11,3.65,-257,23.54,-999
1983,1,22,15.3,31.18,9.03,54.31,0,2.7,95.23,126.75,2.76,6.29,126.94,2.62,3.95,-257.27,22.88,-999
1983,1,23,16.89,29.16,9.28,55.75,0,3.04,95.23,135,3.54,6.29,135.12,2.75,4.3,-260.87,22.51,-999
1983,1,24,15.71,31.76,8.61,50.81,0,2.91,95.09,126.56,4.36,5.84,127.19,2.67,4.08,-257.1,23.55,-999
1983,1,25,15.91,32.23,7.75,43.75,0,2.38,95.11,135.56,6.85,5.23,135.94,3.41,3.41,-256.84,23.94,-999
1983,1,26,16.4,31.2,8.06,47.88,0.01,3.69,95.19,131.75,3.04,7.41,131.5,4.1,5.2,-258.35,23.16,-999
1983,1,27,16.12,31.27,7.69,47,0,3.7,95.21,138.12,3.73,7.49,138,4.18,5.23,-257.99,22.9,-999
1983,1,28,15.27,32.3,7.87,47.5,0,2.88,95.07,169.81,4.59,5.89,169.44,3.79,4.17,-256.12,23.19,-999
1983,1,29,15.64,32.78,7.14,39.44,0,2.02,94.99,253.44,3.95,4.47,253.12,2.06,2.98,-256.01,23.93,-999
1983,1,30,15.25,33.15,4.82,27.56,0,1.95,94.88,129.81,3.7,4.81,130.44,2,3.17,-255.24,23.48,-999
1983,1,31,15.01,34.11,4.58,25.62,0,1.78,94.76,193.75,5.13,4.51,194.06,3.91,2.94,-254.05,23.94,-999
1983,2,1,15.03,33.4,4.88,27.69,0,2.27,94.76,255.31,3.89,5.33,256.38,2.95,3.55,-254.77,23.55,-999
1983,2,2,15.08,32.91,4.15,24.38,0,2.4,94.88,300.75,2.91,5.69,286.62,2.9,3.7,-255.32,23.22,-999
1983,2,3,14.23,33.57,3.6,20.38,0,1.95,94.91,140.94,7.45,5.24,143.62,3.7,3.03,-253.81,23.19,-999
1983,2,4,13.15,32.13,3.17,19.38,0,2.09,94.92,112.56,7.52,5.16,99.81,3.68,3.14,-254.17,22.15,-999
1983,2,5,14.54,31.89,8,39.12,0.01,3.02,94.78,103.81,7.91,6.06,101.06,5.55,4.23,-255.8,23.47,-999
1983,2,6,19.92,33.6,9.03,46.62,0,3.04,94.66,173.44,3.63,5.89,172.81,3.95,4.37,-259.47,25.14,-999
1983,2,7,15.8,34.21,5.31,32.56,0,2.98,94.65,179.25,3.8,6.77,178.56,3.41,4.45,-254.74,23.96,-999
1983,2,8,15.96,33.26,6.53,38.69,0,3.42,94.71,203.56,5.05,6.97,203.31,3.94,4.98,-255.85,23.86,-999
1983,2,9,14.4,33.4,4.58,25.44,0,2.12,94.74,215.81,5.75,4.59,215.94,3.92,3.2,-254.15,23.99,-999
1983,2,10,17.88,33.72,10.25,52.88,0,2.91,94.81,161.5,5.83,5.95,160.94,4.71,4.15,-257.31,25.55,-999
1983,2,11,18.65,34.33,10.31,51.25,0,3.15,94.82,144.5,6.27,5.8,144,3.84,4.32,-257.46,26.28,-999
1983,2,12,19.26,35.06,9.77,45.94,0.03,3.01,94.67,152.62,6.64,5.55,152.38,4.28,4.14,-257.35,27.09,-999
1983,2,13,18.63,33.97,9.4,46.44,0,3.01,94.62,186.25,5.01,5.92,186,4.1,4.24,-257.81,26.07,-999
1983,2,14,18.97,34.76,10.38,49.38,0,3.47,94.79,164.06,4.58,6.61,163.81,4.16,4.78,-257.35,26.78,-999
1983,2,15,19.2,35.52,8.97,43.19,0,3.12,94.88,169,4.59,6.23,168.94,2.96,4.36,-256.83,26.9,-999
1983,2,16,20.58,36.16,7.69,34.06,0,2.21,94.76,221.19,7.27,4.03,221.25,5.19,3.03,-257.56,27.9,-999
1983,2,17,20.15,36.95,6.65,28.5,0,1.77,94.61,199.81,5.3,4.07,199.94,2.44,2.71,-256.35,28.05,-999
1983,2,18,18.89,36.56,7.08,31.44,0,2.09,94.67,210.56,5.48,4.41,210.88,2.62,3,-255.48,27.8,-999
1983,2,19,19.58,37.36,8.12,35.81,0,2.55,94.68,208.19,2.28,5.6,208.06,2.52,3.73,-255.37,28.23,-999
1983,2,20,18.94,36.7,3.42,16.25,0,3.14,94.67,310.69,4.12,6.78,311.12,2.96,4.58,-255.4,26.62,-999
1983,2,21,15.58,35.49,2.99,15.62,0,1.98,94.77,192.69,6.41,4.48,193.75,2.78,2.91,-253.25,25.52,-999
1983,2,22,15.91,35.83,3.78,18.75,0,1.89,94.77,276.12,3.98,4.27,262.38,2.82,2.97,-253.23,25.81,-999
1983,2,23,16.62,36.16,4.33,21.81,0,1.71,94.83,109.38,8.57,4.52,112.06,4.74,2.77,-253.6,26.29,-999
1983,2,24,17.95,37.5,6.77,37.56,0,2.79,94.81,201.62,7.1,5.54,201.44,4.14,3.98,-253.6,26.9,-999
1983,2,25,16.66,35.9,5.31,28.12,0,1.89,94.8,282.25,5.86,4.57,282.81,2.68,2.98,-253.92,26.01,-999
1983,2,26,15.94,34.9,3.11,16.5,0,2,94.77,111.44,5.83,4.42,112.94,4.3,2.98,-254.19,25.4,-999
1983,2,27,15.91,36.43,3.48,16.81,0,1.28,94.78,67.69,5.57,3.45,68,2.71,2.24,-252.63,26.13,-999
1983,2,28,17.73,37.55,5.49,25.62,0,1.83,94.86,165.19,5.33,4.43,164.56,3.05,2.88,-253.32,27.35,-999
1983,3,1,17.39,36.95,5.49,26.5,0,2.54,94.87,223,4.03,5.94,222.94,2.18,3.79,-253.6,26.96,-999
1983,3,2,18.19,36.93,5.62,24.31,0,2.21,94.82,245.56,5.62,4.84,246.25,4.35,3.29,-254.41,27.69,-999
1983,3,3,18.19,36.73,5.25,23.31,0,0.98,94.89,220.81,4.82,2.27,222.81,2.97,1.55,-254.61,27.81,-999
1983,3,4,18.87,37.11,6.59,30.5,0,2.38,94.84,188.19,3.96,5.25,188.06,3.14,3.53,-254.92,27.73,-999
1983,3,5,19.86,37.54,7.02,31.81,0,3.3,94.73,179.25,4.15,6.72,179.06,3.39,4.65,-255.47,28.15,-999
1983,3,6,19.55,38.09,7.69,35.75,0,3.27,94.66,198.06,6.18,6,197.81,5.8,4.54,-254.6,28.58,-999
1983,3,7,19.06,38.16,9.16,42.19,0,3.02,94.8,141.5,5.6,6.09,140.88,2.45,4.2,-254.05,28.45,-999
1983,3,8,20.15,38.76,8.36,35.19,0,2.09,94.82,129,6.06,4.97,130.5,2.23,3.01,-254.53,29.37,-999
1983,3,9,20.62,39.51,8.18,33.69,0,2.58,94.82,149.88,5.75,5.62,150.62,2.3,3.61,-254.26,29.98,-999
1983,3,10,21.69,39.51,7.02,26.81,0,2.34,94.82,141,5.59,5.28,141.94,2.3,3.3,-255.32,30.54,-999
1983,3,11,23.39,38.63,6.47,23.56,0.04,1.51,94.8,122.88,6.49,3.57,124,3.15,2.22,-257.91,30.87,-999
1983,3,12,23.01,40.2,5.68,20.31,0,1.61,94.69,192.5,5.88,3.69,207.38,2.45,2.38,-255.96,31.44,-999
1983,3,13,22.69,40.12,4.76,17.81,0,1.12,94.68,123.44,3.09,2.28,123,1.85,1.69,-255.73,31.09,-999
1983,3,14,21.98,40.8,3.42,12.81,0,1.3,94.56,241.75,3,2.62,242.38,1.56,1.93,-254.33,31.16,-999
1983,3,15,19.63,39.46,4.09,15.75,0,2.95,94.51,312.31,4.45,6.62,312.69,4.35,4.38,-253.32,29.6,-999
1983,3,16,20.05,38.94,3.66,15.44,0,3.02,94.53,319.81,5.32,6.38,320.69,2.84,4.39,-254.26,29.07,-999
